pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
FF,9/2/2017,92.3,-1.93,4.96,"Stanton, Giancarlo",519317,605400,home_run,hit_into_play,,,,,7,Giancarlo Stanton homers (52) on a fly ball to center field.,R,R,R,MIA,PHI,X,,fly_ball,1,1,2017,-0.82,1.19,-0.54,2.06,,,,1,1,Bot,81.06,15.16,,,519237,,,5.432093015,-134.1781151,-4.239738145,-11.27652975,29.47692918,-16.71914847,3.71,1.78,445,115.3,31,93.4,2155,7,492128,605400,519237,571830,514917,596748,520471,656555,465753,608384,53.48,1,1.99,2,1,0,3,6,5,3,4-Seam Fastball,0,0,0,0,0,1,1,0,Infield shift,Strategic,217,0.104,1.006
FT,8/25/2017,87.5,1.76,6.45,"Stanton, Giancarlo",519317,475243,home_run,hit_into_play,,,,,4,Giancarlo Stanton homers (48) on a fly ball to left field.   Dee Gordon scores.,R,R,L,MIA,SD,X,,fly_ball,0,1,2017,0.71,1.64,-0.54,2.62,,,543829,0,1,Bot,,,,,595978,,,-6.827327338,-126.7173217,-6.166705894,8.887406148,27.08613331,-14.02803301,3.79,1.68,462,118.2,27,85.7,1887,5.5,492018,475243,595978,571976,641319,605486,543038,517369,622534,518466,55.03,1,1.967,2,1,0,3,6,5,2,2-Seam Fastball,0,0,0,0,0,2,2,0,Infield shift,Standard,155,0.156,1.646
FF,8/24/2017,93,-1.15,6.14,"Stanton, Giancarlo",519317,622097,home_run,hit_into_play,,,,,4,Giancarlo Stanton homers (47) on a fly ball to center field.,R,R,R,PHI,MIA,X,,fly_ball,2,1,2017,-0.1,1.33,-0.56,2.52,,,,0,3,Top,143.32,19.82,,,519237,,,1.732851147,-135.1571254,-6.380257484,-1.659892615,30.28920267,-14.65738201,3.64,1.61,424,115.7,23,93.1,2078,6.5,492001,622097,519237,571830,514917,596748,520471,656555,608384,547957,54.04,0.993,1.923,2,1,0,3,6,19,4,4-Seam Fastball,1,1,1,1,2,1,2,1,Infield shift,Standard,185,-0.117,0.96
FF,8/18/2017,92.3,-1.97,5.98,"Cruz, Nelson",443558,502202,home_run,hit_into_play,,,,,4,Nelson Cruz homers (30) on a fly ball to left field.,R,R,R,TB,SEA,X,,fly_ball,0,1,2017,-0.52,1.21,-0.44,2.53,,,,2,9,Top,42.15,46.33,,,467092,,,4.863387233,-133.7816942,-5.341033513,-7.040655668,29.2416576,-17.21895636,3.58,1.6,469,116,26,90.4,2152,5.4,491924,502202,467092,446263,621002,446334,588751,572816,595281,519306,55.14,1,1.968,2,1,0,3,6,69,2,4-Seam Fastball,1,6,6,1,7,1,7,1,Infield shift,Standard,205,-0.003,1.019
SL,8/16/2017,86.9,-1.76,6.04,"Judge, Aaron",592450,607229,home_run,hit_into_play,,,,,2,Aaron Judge homers (37) on a fly ball to left center field.,R,R,R,NYM,NYY,X,,fly_ball,1,0,2017,-0.23,0.22,-0.13,3.1,,,,0,4,Top,45.14,42.97,,,425784,,,4.336057471,-126.2614935,-1.320789861,-3.289194122,23.87437511,-29.80617192,3.78,1.62,457,117,35,86.3,2158,5.8,491897,607229,425784,642086,518595,452678,642708,493316,501571,624424,54.67,0.973,1.946,2,1,0,3,6,23,2,Slider,1,1,1,1,2,1,2,1,Standard,Standard,247,-0.129,0.964
FF,8/9/2017,90.7,-1.3,6.36,"Cruz, Nelson",443558,605194,home_run,hit_into_play,,,,,2,Nelson Cruz homers (25) on a fly ball to left field.   Robinson Cano scores.,R,R,R,OAK,SEA,X,,fly_ball,3,1,2017,-1.03,1.29,-0.02,2.9,,,429664,0,3,Top,28.12,33.8,,,622194,,,5.138096522,-131.5017397,-5.196029768,-12.50987092,27.46893634,-17.0099115,3.52,1.54,450,115,25,88.6,2119,5.2,491804,605194,622194,621566,476704,656305,543760,501981,595144,459964,55.33,0.993,1.95,2,1,0,3,6,23,5,4-Seam Fastball,1,3,3,1,5,1,5,1,Standard,Standard,222,-0.12,1.327
KN,8/4/2017,78.3,-0.41,5.61,"Stanton, Giancarlo",519317,285079,home_run,hit_into_play,,,,,5,Giancarlo Stanton homers (34) on a fly ball to center field.,R,R,R,ATL,MIA,X,,fly_ball,0,0,2017,-0.41,-0.64,-0.07,2.25,,,,0,4,Top,,,,,452095,,,1.423841723,-113.918721,0.610813015,-3.70508378,17.87038882,-37.91418019,3.59,1.56,432,115.5,25,77.6,,5.5,491728,285079,452095,518692,645277,408252,622666,446481,542255,455976,55.01,0.993,1.95,2,1,0,3,6,23,1,Knuckleball,1,0,0,1,1,1,1,1,Standard,Standard,332,-0.129,1
FT,7/17/2017,90.5,-2.18,6.05,"Stanton, Giancarlo",519317,595191,home_run,hit_into_play,,,,,4,Giancarlo Stanton homers (27) on a fly ball to left field.   Dee Gordon scores.,R,R,R,MIA,PHI,X,,fly_ball,2,0,2017,-1.16,1.17,-0.4,2.77,,,543829,0,1,Bot,,,,,595284,,,6.861890441,-131.2482475,-4.63027916,-14.82255114,29.11861776,-18.03459514,3.61,1.58,441,115.1,25,89.7,2177,6.1,491485,595191,595284,595426,514917,596748,520471,573088,546318,608384,54.4,0.993,1.95,2,1,0,3,6,5,3,2-Seam Fastball,0,0,0,0,0,2,2,0,Standard,Strategic,228,0.156,1.4
FF,7/4/2017,92.2,1.95,6.06,"Judge, Aaron",592450,457918,home_run,hit_into_play,,,,,8,Aaron Judge homers (28) on a line drive to center field.,R,R,L,NYY,TOR,X,,line_drive,3,2,2017,1.09,1.31,-0.02,2.15,,,,0,4,Bot,96.67,7.02,,,431145,,,-7.279075067,-133.6735522,-6.847913948,14.42667459,27.1128341,-15.43895557,3.84,1.71,456,118.4,17,91.6,2190,6,491362,457918,431145,475253,446381,518626,453064,456665,607680,430832,54.49,0.927,1.414,2,1,0,3,6,29,7,4-Seam Fastball,0,4,0,4,4,1,1,4,Standard,Standard,138,0.07,0.923
CH,6/28/2017,87.3,-1.84,5.93,"Judge, Aaron",592450,502593,home_run,hit_into_play,,,,,7,Aaron Judge homers (27) on a line drive to left field.   Brett Gardner scores.,R,R,R,CWS,NYY,X,,line_drive,2,0,2017,-1.42,1.04,-0.47,2.23,,,458731,2,6,Top,42.55,41.67,,,553882,,,6.409907593,-127.0132117,-5.045008184,-17.15533501,24.49605074,-19.76355207,3.84,1.68,418,115.2,15,89,1955,7.2,491274,502593,553882,547989,570560,453943,641313,466320,641553,541645,53.3,0.867,1.176,2,1,0,3,6,52,3,Changeup,2,6,6,2,8,2,8,2,Standard,Standard,237,-0.056,1.805
SI,6/15/2017,92.7,-1.66,6.09,"Harper, Bryce",547180,607229,home_run,hit_into_play,,,,,5,Bryce Harper homers (17) on a line drive to right center field.,R,L,R,NYM,WSH,X,,line_drive,3,1,2017,-1.49,0.87,0.11,1.85,,,,2,1,Top,238.88,67.49,,,425784,,,7.786131785,-134.5512319,-6.946675973,-19.90684317,27.87116049,-20.2990321,2.94,1.24,406,116.3,19,93,1986,6.5,491099,607229,425784,446263,608061,527038,408314,493316,501571,457803,53.98,0.98,1.666,2,1,0,3,6,3,5,Sinker,0,0,0,0,1,0,1,0,Strategic,Strategic,243,-0.104,0.947
SL,6/11/2017,84.7,-1.98,5.69,"Judge, Aaron",592450,548337,home_run,hit_into_play,,,,,5,Aaron Judge homers (20) on a fly ball to left center field.,R,R,R,NYY,BAL,X,,fly_ball,1,1,2017,-0.46,0.74,-0.21,3.14,,,,1,6,Bot,,,,,456078,,,5.018114696,-123.1325118,-1.108683798,-5.540302937,22.0613678,-24.62624154,3.83,1.67,495,118.6,28,84.8,2183,6.2,491036,548337,456078,448801,570731,514913,429666,641820,430945,452234,54.34,1,1.968,2,1,0,3,6,56,3,Slider,7,3,7,3,3,8,8,3,Infield shift,Standard,217,0.023,1.006
FT,6/10/2017,96.9,-3.01,5.72,"Vargas, Kennys",573627,502188,home_run,hit_into_play,,,,,8,Kennys Vargas homers (6) on a fly ball to center field.,R,L,R,SF,MIN,X,,fly_ball,2,2,2017,-1.34,1,0,1.81,,,,2,4,Top,172.16,3.92,,,457763,,,10.9554002,-140.1078327,-6.975575813,-20.0837524,34.5676091,-17.76056771,3.48,1.5,471,116,19,95.7,2614,6.2,491029,502188,457763,474832,431094,456488,543063,596103,452655,452254,54.33,0.98,1.666,2,1,0,3,6,29,5,2-Seam Fastball,1,0,0,1,1,1,1,1,Standard,Standard,237,-0.131,1.017
FF,6/10/2017,95.7,-2.59,5.62,"Sánchez, Gary",596142,605541,home_run,hit_into_play,,,,,6,Gary Sanchez homers (9) on a line drive to left center field.   Ronald Torreyes scores.,R,R,R,NYY,BAL,X,,line_drive,2,0,2017,-1.11,1.29,0.35,2.52,,,591720,0,8,Bot,62.53,37.45,,,456078,,,10.24931408,-138.6793025,-5.424910467,-16.64414265,31.17234142,-14.46635985,3.21,1.41,409,115.1,15,95.5,2314,6.4,491020,605541,456078,641820,570731,444432,514913,547957,572073,452234,54.06,0.867,1.176,2,1,0,3,6,70,3,4-Seam Fastball,14,2,14,2,2,16,16,2,Standard,Standard,223,0,1.4
CH,6/10/2017,84.5,-3.4,6.47,"Judge, Aaron",592450,501957,home_run,hit_into_play,,,,,4,Aaron Judge homers (19) on a line drive to left field.,R,R,R,NYY,BAL,X,,line_drive,1,0,2017,-0.9,1.71,-0.55,2.61,,,,2,1,Bot,4.23,90.14,,,456078,,,8.395210707,-122.3812782,-5.928415325,-10.72223519,24.68989403,-14.08138615,3.83,1.67,382,121.1,25,84.1,1682,6.3,491020,501957,456078,448801,570731,514913,429666,641820,430945,452234,54.16,1,1.937,2,1,0,3,6,6,2,Changeup,0,0,0,0,0,1,1,0,Infield shift,Standard,210,0.107,0.983
FT,5/29/2017,90.8,-2.51,5.63,"Gallo, Joey",608336,541640,home_run,hit_into_play,,,,,5,Joey Gallo homers (16) on a fly ball to right field.,R,L,R,TEX,TB,X,,fly_ball,0,1,2017,-1.11,1.35,-0.11,2.81,,,,0,2,Bot,,,,,519083,,,8.296173856,-131.8090756,-4.022082058,-14.56327492,25.71265149,-15.88005557,3.65,1.65,430,116.3,26,90.7,2266,6.1,490872,541640,519083,489149,621002,446334,542921,572816,595281,519306,54.35,1,1.968,2,1,0,3,6,15,2,2-Seam Fastball,3,1,3,1,1,4,4,1,Infield shift,Strategic,222,0.076,1.037
FF,4/28/2017,97.1,-2.81,5.93,"Judge, Aaron",592450,592332,home_run,hit_into_play,,,,,5,Aaron Judge homers (9) on a line drive to center field.   Starlin Castro scores.,R,R,R,NYY,BAL,X,,line_drive,3,2,2017,-1.19,1.53,-0.15,2.98,,516770,,2,6,Bot,109.28,14.96,,,456078,,,9.704809793,-140.6411043,-5.689198349,-17.94804418,33.67838231,-11.01444298,3.85,1.59,435,119.4,17,96,2335,6,490431,592332,456078,448801,570731,592518,429666,572073,430945,641820,54.45,0.933,1.444,2,1,0,3,6,57,6,4-Seam Fastball,2,9,2,9,9,4,4,9,Standard,Standard,220,0.02,1.783
FT,4/28/2017,92.3,2.35,5.89,"García, Avisaíl",541645,571510,home_run,hit_into_play,,,,,5,Avisail Garcia homers (5) on a fly ball to center field.,R,R,L,DET,CWS,X,,fly_ball,0,0,2017,1.6,1.65,-0.17,2.63,,,,0,2,Top,85.49,12.67,,,488671,,,-9.782962337,-133.6843692,-5.90671263,21.21261048,30.45080097,-11.47035797,3.92,1.63,448,115.5,23,91.5,2317,6.2,490433,571510,488671,543308,435079,592206,578428,457708,607385,451192,54.31,0.993,1.923,2,1,0,3,6,12,1,2-Seam Fastball,2,1,1,2,2,2,2,2,Standard,Standard,134,-0.108,1
FC,4/28/2017,91.3,-2.97,6.16,"Trumbo, Mark",444432,571951,home_run,hit_into_play,,,,,4,Mark Trumbo hits a grand slam (2) to left field.   Joey Rickard scores.    Adam Jones scores.    Manny Machado scores.,R,R,R,NYY,BAL,X,,fly_ball,1,1,2017,-0.17,1.19,-0.31,2.35,572073,430945,592518,2,6,Top,38.11,23.82,,,519222,,,7.014325269,-132.4115239,-6.175377521,-3.456857607,27.34779768,-17.23347002,3.85,1.59,459,115.7,21,90.9,2463,6.2,490431,571951,519222,595885,516770,452104,544369,458731,453056,592450,54.34,0.987,1.823,2,1,0,3,6,51,3,Cutter,1,5,5,1,9,1,9,1,Standard,Standard,189,-0.062,3.312
FF,4/22/2017,89.4,2.18,5.74,"Judge, Aaron",592450,455374,home_run,hit_into_play,,,,,5,Aaron Judge homers (6) on a fly ball to left center field.,R,R,L,PIT,NYY,X,,fly_ball,2,2,2017,0.2,1.75,0.18,2.92,,,,0,9,Top,70.85,19.61,,,455755,,,-5.293954274,-129.8011597,-4.516276183,3.332330176,27.28454618,-11.92547619,4.13,1.75,457,115.6,28,88.8,2276,6.1,490360,455374,455755,591741,543281,501896,474568,570256,457705,624428,54.43,1,1.977,2,1,0,3,6,77,5,4-Seam Fastball,5,10,10,5,11,5,11,5,Standard,Strategic,173,-0.003,1.029
FF,4/21/2017,92,-1.37,6,"Gallo, Joey",608336,501992,home_run,hit_into_play,,,,,9,Joey Gallo homers (4) on a line drive to right field.    Jurickson Profar scores.,R,L,R,TEX,KC,X,,line_drive,3,0,2017,-0.37,1.27,0.31,2,,,595777,2,2,Bot,,,,,460077,,,5.129912099,-133.6712291,-7.172886651,-5.625749829,28.05673438,-15.34061795,3.95,1.68,462,116.1,25,93,2420,6.9,490342,501992,460077,543333,593160,596144,444876,460086,456715,593528,53.6,0.993,1.963,2,1,0,3,6,17,4,4-Seam Fastball,1,1,1,1,1,3,3,1,Infield shift,Strategic,198,0.204,1.734
CU,4/19/2017,77.7,-1.47,6.18,"Judge, Aaron",592450,592229,home_run,hit_into_play,,,,,7,Aaron Judge homers (5) on a fly ball to left center field.,R,R,R,NYY,CWS,X,,fly_ball,1,0,2017,0.13,-0.36,-0.53,2.11,,,,2,5,Bot,28.76,34.59,,,553882,,,1.741266317,-112.8432943,-1.127280449,0.759574006,21.52018431,-35.17329027,3.85,1.48,448,115.5,30,76.2,2368,5.4,490313,592229,553882,547989,573135,570560,641313,466320,544725,541645,55.05,1,1.98,2,1,0,3,6,44,2,Curveball,7,1,7,1,1,8,8,1,Standard,Standard,14,0.01,0.983
FF,4/12/2017,91.6,0.61,5.99,"Stanton, Giancarlo",519317,448802,home_run,hit_into_play,,,,,7,Giancarlo Stanton homers (2) on a line drive to left field.   Christian Yelich scores.,R,R,L,MIA,ATL,X,,line_drive,2,2,2017,0.59,1.18,-0.33,2.16,,,592885,1,5,Bot,50.26,56.56,,,452095,,,-3.597404268,-132.9315148,-6.267303442,7.688956424,30.13800566,-17.10168823,3.87,1.6,396,115.6,19,91,2283,6.2,490216,448802,452095,518692,408252,611177,621020,607054,542255,455976,54.33,0.98,1.666,2,1,0,3,6,41,6,4-Seam Fastball,2,3,2,3,3,4,4,3,Standard,Standard,151,0.28,1.759
FF,4/12/2017,91.6,-1.41,5.24,"Mancini, Trey",641820,664701,home_run,hit_into_play,,,,,1,Trey Mancini homers (2) on a line drive to left field.,R,R,R,BOS,BAL,X,,line_drive,3,2,2017,-1.03,1.34,-0.51,3.43,,,,0,3,Top,21.8,91.28,,,506702,,,4.631082873,-133.3465582,-1.701223998,-13.68475277,28.69822714,-15.48833934,3.92,1.63,393,115.5,21,93.3,2153,7.3,490217,664701,506702,519048,456030,467055,593428,455759,643217,605141,53.24,0.987,1.823,2,1,0,3,6,23,7,4-Seam Fastball,0,8,8,0,9,0,9,0,Standard,Standard,220,-0.008,0.923
FT,4/4/2017,94.5,-1.86,5.32,"Gallo, Joey",608336,471911,home_run,hit_into_play,,,,,5,Joey Gallo homers (1) on a fly ball to right field.    Ryan Rua scores.,R,L,R,TEX,CLE,X,,fly_ball,1,0,2017,-1.43,0.35,0.18,2.66,,,607387,2,2,Bot,225.24,48.87,,,543228,,,8.456946508,-137.4221605,-2.056393978,-19.88019244,29.13542769,-27.46716226,3.67,1.71,443,115.6,37,94.5,2246,6.2,490113,471911,543228,467793,608070,650490,596019,488726,457706,446386,54.26,0.947,1.91,2,1,0,3,6,18,2,2-Seam Fastball,0,3,0,3,3,2,2,3,Infield shift,Standard,256,0.178,1.853
FF,9/12/2016,91.8,-1.78,5.45,"Judge, Aaron",592450,592254,home_run,hit_into_play,,,,,4,Aaron Judge homers (4) on a fly ball to left center field.,R,R,R,NYY,LAD,X,,fly_ball,2,0,2016,-0.83,1.73,-0.62,2.71,,,,0,5,Bot,55.83,29.84,,,518735,,160912_204741,4.78,-133.62,-4.78,-9.06,28.96,-12.81,4,1.84,436,115.2,31,91.5,2198,6.3,449010,592254,518735,435062,400284,457759,608369,592808,592626,502210,50,0.98,1.978,2,1,0,3,6,43,3,4-Seam Fastball,1,6,1,6,6,2,2,6,Standard,Standard,210,0.044,0.906
CH,8/6/2016,88.5,-2.21,5.55,"Stanton, Giancarlo",519317,518452,home_run,hit_into_play,,,,,5,Giancarlo Stanton homers (23) on a line drive to left center field.,R,R,R,COL,MIA,X,,line_drive,0,0,2016,-0.52,0.39,0.03,2.47,,,,2,5,Top,55.15,13.56,,,460026,,160806_192750,6.67,-128.74,-2.07,-4.81,21.39,-29.84,3.74,1.73,504,115.8,18,89.2,1617,6.2,448510,518452,460026,448602,518934,571448,518614,621311,453568,471865,50,0.9,1.469,2,1,0,3,6,36,1,Changeup,2,2,2,2,3,2,3,2,Standard,Strategic,202,-0.155,1
FF,8/5/2016,97.8,-2.11,5.67,"Álvarez, Pedro",476883,592454,home_run,hit_into_play,,,,,2,Pedro Alvarez homers (18) on a fly ball to right field.,R,L,R,CWS,BAL,X,,fly_ball,3,1,2016,-0.39,1.14,0.24,3.48,,,,1,8,Top,237.71,62.9,,,425900,,160805_213343,7.27,-142.17,-2.85,-3.77,32.32,-18.6,3.55,1.68,452,115,24,97.7,2306,6.4,448489,592454,425900,547989,570560,453943,573135,466320,594809,541645,50,1,1.978,2,1,0,3,6,63,5,4-Seam Fastball,2,4,4,2,5,2,5,2,Infield shift,Standard,200,-0.069,0.89
FF,8/2/2016,91.8,-1.66,5.77,"García, Avisaíl",541645,450275,home_run,hit_into_play,,,,,5,Avisail Garcia homers (8) on a fly ball to left center field.,R,R,R,DET,CWS,X,,fly_ball,0,0,2016,-1.44,1.66,-0.12,2.73,,,,0,9,Top,38.57,28.31,,,543510,,160802_221229,7.3,-133.38,-5.46,-17.04,26.68,-13.62,3.63,1.73,465,115.9,30,90.4,2518,5.5,448447,450275,543510,408234,435079,461865,578428,457708,457727,607385,50,0.987,1.994,2,1,0,3,6,79,1,4-Seam Fastball,11,4,4,11,5,11,5,11,Standard,Standard,215,-0.001,1
CU,7/23/2016,82.7,-1.15,5.78,"Stanton, Giancarlo",519317,594798,home_run,hit_into_play,,,,,4,Giancarlo Stanton homers (21) on a fly ball to left field.   Christian Yelich scores.,R,R,R,MIA,NYM,X,,fly_ball,2,0,2016,0.39,-0.27,-0.38,2.41,,,592885,0,3,Bot,18.55,63.41,,,518595,,160723_202121,0.68,-120.42,-0.2,5.47,24.86,-36.89,3.78,1.74,441,115.8,28,82.8,,6.4,448322,594798,518595,425766,435522,408314,452678,493316,501571,434158,50,0.98,1.966,2,1,0,3,6,27,3,Curveball,1,2,1,2,2,3,3,2,Standard,Standard,31,0.199,1.466
CH,7/5/2016,84.2,1.24,5.54,"Stanton, Giancarlo",519317,571927,home_run,hit_into_play,,,,,8,Giancarlo Stanton homers (16) on a line drive to left center field.   Marcell Ozuna scores.,R,R,L,NYM,MIA,X,,line_drive,1,2,2016,1.29,1.13,0.14,2,,,542303,0,7,Top,84.26,32.89,,,518595,,160705_203335,-5.84,-122.39,-3.94,15.41,24.58,-22.27,3.74,1.74,436,115.3,16,84.2,2187,6.5,448124,571927,518595,425766,527038,408314,452678,493316,501571,434158,50,0.88,1.25,2,1,0,3,6,43,5,Changeup,1,0,0,1,2,1,2,1,,,133,-0.329,1.713
FF,6/30/2016,93.8,0.88,6.1,"Morales, Kendrys",434778,544928,home_run,hit_into_play,,,,,4,Kendrys Morales homers (11) on a fly ball to left field.,R,R,L,STL,KC,X,,fly_ball,1,2,2016,0.51,1.7,-0.7,2.44,,,,2,8,Top,29.43,50.19,,,430910,,160630_203743,-5.84,-136.16,-7.51,8.66,30.64,-12.47,3.53,1.66,416,115.6,24,92.4,2225,5.9,448051,544928,430910,571431,572761,425509,594824,407812,543939,461235,50,1,1.989,2,1,0,3,6,59,4,4-Seam Fastball,2,3,3,2,4,2,4,2,Standard,Standard,152,-0.135,1.032
SL,6/28/2016,86.5,-1.29,5.9,"Stanton, Giancarlo",519317,460059,home_run,hit_into_play,,,,,5,Giancarlo Stanton homers (15) on a line drive to center field.   Marcell Ozuna scores.,R,R,R,DET,MIA,X,,line_drive,2,1,2016,-0.15,0.8,0.14,3.05,,,542303,0,2,Top,128.93,17.63,,,543510,,160628_192841,3.64,-125.86,-2.12,-0.26,20.08,-25.24,3.73,1.74,442,115.5,17,87.7,1925,6.8,448022,460059,543510,408234,435079,592206,578428,457708,457727,449107,50,0.887,1.329,2,1,0,3,6,8,4,Slider,0,0,0,0,2,0,2,0,Standard,Standard,184,-0.168,1.545
CH,4/30/2016,82.1,-0.85,5.83,"Stanton, Giancarlo",519317,502624,home_run,hit_into_play,,,,,6,Giancarlo Stanton homers (8) on a fly ball to center field.,R,R,R,MIL,MIA,X,,fly_ball,0,2,2016,-1.24,1.5,0.49,2.61,,,,1,4,Top,100.62,15.25,,,518960,,160430_192424,5.57,-119.34,-3.46,-11.32,25.62,-19.21,3.72,1.76,449,116.8,23,80.9,2278,5.7,447223,502624,518960,474892,431094,595023,542340,460075,570717,570267,50,0.993,1.952,2,1,0,3,6,33,3,Changeup,1,4,4,1,5,1,5,1,,,215,-0.066,1.062
FF,4/16/2016,92,-1.54,6.52,"Springer, George",543807,434378,home_run,hit_into_play,,,,,11,George Springer homers (2) on a line drive to left field.   Jose Altuve scores.,R,R,R,HOU,DET,X,,line_drive,2,1,2016,-0.65,2.05,-0.84,2.75,,,514888,0,1,Bot,28.93,108.34,,,457454,,160416_181959,3.14,-133.74,-8.24,-6.75,31.08,-8.87,3.59,1.66,406,115.9,20,91.1,2442,6.1,447028,434378,457454,408234,435079,592206,578428,457708,543238,502110,50,0.967,1.726,2,1,0,3,6,5,4,4-Seam Fastball,0,0,0,0,0,2,2,0,Standard,Standard,213,0.156,1.545
CH,4/4/2016,88.8,-0.84,6.1,"González, Carlos",471865,425844,home_run,hit_into_play,,,,,2,Carlos Gonzalez homers (1) on a line drive to right center field.,R,L,R,ARI,COL,X,,line_drive,3,2,2016,-1.28,0.87,-0.17,3.06,,,,0,3,Top,200.01,46.29,,,456078,,160404_193225,4.49,-129.23,-3.09,-14.19,23.98,-24.07,3.45,1.6,420,117.4,14,89,1890,6,446869,425844,456078,502671,516416,571875,605113,630111,572008,444482,50,0.847,1.052,2,1,0,3,6,21,7,Changeup,1,4,4,1,5,1,5,1,Infield shift,Strategic,239,-0.063,0.93
FF,10/4/2015,89.7,-2.51,5.35,"Álvarez, Pedro",476883,595001,home_run,hit_into_play,,,,,2,Pedro Alvarez homers (27) on a fly ball to right center field.,R,L,R,PIT,CIN,X,,fly_ball,1,2,2015,-1.05,1.12,-0.2,3.35,,,,0,4,Bot,178.08,15.14,,,430910,,151004_162517,8.19,-130.47,-1.09,-11.45,26.11,-20.99,3.51,1.64,479,115.4,29,90,2217,6.5,416068,595001,430910,458015,408252,453943,553993,594807,430652,457803,50,0.987,2.025,2,1,0,3,6,31,4,4-Seam Fastball,1,0,1,0,0,2,2,0,Infield shift,Standard,,0.103,1.06
FT,9/24/2015,98.1,-2.4,5.78,"Álvarez, Pedro",476883,545064,home_run,hit_into_play,,,,,5,Pedro Alvarez homers (26) on a line drive to right center field.    Starling Marte scores.    Neil Walker scores.,R,L,R,COL,PIT,X,,line_drive,2,1,2015,-0.95,0.63,-0.17,2.29,,516782,435522,2,8,Top,189.85,36.11,,,572863,,150924_153734,8.44,-142.51,-5.21,-12.07,32.51,-25.96,3.51,1.64,421,115.1,18,97.3,1996,6.1,415935,545064,572863,572019,501255,571448,542436,592621,572816,471865,50,0.893,1.54,2,1,0,3,6,67,4,2-Seam Fastball,4,2,2,4,5,4,5,4,Infield shift,Strategic,,-0.588,2.611
SI,9/13/2015,90,-1.17,5.29,"Conforto, Michael",624424,543901,home_run,hit_into_play,,,,,2,Michael Conforto homers (7) on a fly ball to right field.    Juan Uribe scores.,R,L,R,ATL,NYM,X,,fly_ball,2,2,2015,-1.39,0.23,0.07,3.33,,,346874,0,2,Top,234.16,89.01,,,542194,,150913_140109,6.26,-130.91,1.04,-15.76,26.68,-31.7,3.43,1.53,434,115,23,88.6,1799,5.5,415787,543901,542194,518692,593495,493343,592743,611177,456422,455976,50,0.987,2,2,1,0,3,6,11,8,Sinker,0,0,0,0,2,0,2,0,Standard,Standard,,-0.168,1.639
SI,6/24/2015,91.2,0.73,5.99,"Stanton, Giancarlo",519317,448802,home_run,hit_into_play,,,,,5,Giancarlo Stanton homers (27) on a line drive to center field.,R,R,L,MIA,STL,X,,line_drive,0,0,2015,0.79,0.96,0.19,2.52,,,,0,2,Bot,125.38,12.72,,,425877,,150624_193317,-3.65,-132.68,-4.72,11.66,30.35,-22.78,3.77,1.72,453,115,16,89.9,2263,5.8,414738,448802,425877,448602,543939,572761,425509,545341,445055,518792,50,0.813,1.172,2,1,0,3,6,10,1,Sinker,0,0,0,0,0,1,1,0,,,,0.11,1
CU,6/23/2015,86.7,-1.49,5.47,"Stanton, Giancarlo",519317,593372,home_run,hit_into_play,,,,,7,Giancarlo Stanton homers (26) on a line drive to left center field.   Christian Yelich scores.,R,R,R,MIA,STL,X,,line_drive,2,2,2015,0.67,0.09,-0.35,2.12,,,592885,2,1,Bot,64.31,12.74,,,425877,,150623_192730,0.99,-126.25,-1.61,9.2,27.7,-33.29,3.79,1.72,479,119.2,22,84.3,,5,414723,593372,425877,489305,543939,448602,425509,545341,445055,518792,50,0.973,1.926,2,1,0,3,6,7,5,Curveball,0,0,0,0,0,2,2,0,Standard,Standard,,0.191,1.912
SL,6/18/2015,79.4,1.66,6.22,"Stanton, Giancarlo",519317,282332,home_run,hit_into_play,,,,,8,Giancarlo Stanton homers (25) on a line drive to left field.,R,R,L,NYY,MIA,X,,line_drive,1,0,2015,-1.02,0.34,-0.22,1.64,,,,1,6,Top,33,54.93,,,435263,,150618_205656,-2.37,-115.44,-3.6,-8.54,24.34,-30.78,3.78,1.72,420,115.3,18,79,2200,6.6,414649,282332,435263,407893,452220,452104,544369,458731,592863,136860,50,0.893,1.54,2,1,0,3,6,46,2,Slider,1,2,2,1,3,1,3,1,Standard,Standard,,-0.129,0.976
