Name,Team,WAR,playerid
Jeff Ransom,SFG,-0.6,1010697
Dave McNally,BAL,-0.7,1008655
Marty Callaghan,CHC,-0.7,1001846
Donnie Scott,TEX,-0.7,1011677
Mule Watson,PHA,-0.7,1013682
Frank Gibson,DET,-0.7,1004667
Cole Liniak,CHC,-0.7,1007636
Gilberto Celestino,MIN,-0.7,20233
Kid Nichols,BSN,-0.7,1009564
Alexi Amarista,LAA,-0.7,9063
Harry Smith,- - -,-0.7,1012148
Miah Murray,- - -,-0.7,1009394
Ken Holtzman,CHC,-0.7,1005989
Domonic Brown,PHI,-0.7,3154
Jay Canizaro,SFG,-0.7,722
Bill Dineen,WAS,-0.7,1003317
Dale Sveum,MIL,-0.7,1012748
Chris Marrero,WSN,-0.7,2852
Billy Murphy,NYM,-0.7,1009345
Jim Qualls,CHC,-0.7,1010587
Carl Lundgren,CHI,-0.7,1007836
Denny Gonzalez,PIT,-0.7,1004830
Mickey Hughes,BRO,-0.7,1006160
Barry Evans,SDP,-0.7,1003859
Roberto Mejia,COL,-0.7,1008741
Ruben Gotay,KCR,-0.7,3417
Al Cihocki,CLE,-0.7,1002238
Luis Sardinas,- - -,-0.7,13153
Fabian Gaffke,BOS,-0.7,1004424
Bill Gray,PHI,-0.7,1005031
Bip Roberts,SDP,-0.7,1011023
Charlie Krehmeyer,- - -,-0.7,1007152
Otis Lawry,PHA,-0.7,1007403
Luis Melendez,STL,-0.7,1008746
Julio Gotay,STL,-0.7,1004897
Midre Cummings,PIT,-0.7,1927
Joe Gunson,WST,-0.7,1005149
Dave Morehead,BOS,-0.7,1009156
Happy Townsend,PHI,-0.7,1013145
Jose Oquendo,- - -,-0.7,1009827
John Fox,BSN,-0.7,1004280
Scotty Barr,PHA,-0.7,1000612
Dick Simpson,- - -,-0.7,1011993
Cesar Crespo,SDP,-0.7,1024
Billy McCool,CIN,-0.7,1008409
Rupert Mills,NWK,-0.7,1008960
Tom Egan,CAL,-0.7,1003702
Jack Cameron,BSN,-0.7,1001859
Jim Presley,SEA,-0.7,1010523
Dusty Baker,ATL,-0.7,1000450
Gene Moriarity,- - -,-0.7,1009189
Joe Gedeon,- - -,-0.7,1004591
Charlie Grimm,- - -,-0.7,1005068
Austin Hays,BAL,-0.7,19363
Jimmy Smith,- - -,-0.7,1012162
Otto Miller,BRO,-0.7,1008918
Paul Radford,- - -,-0.7,1010640
Christian Bethancourt,ATL,-0.7,10028
Beauty McGowan,PHA,-0.7,1008538
George Dickey,BOS,-0.7,1003274
Manuel Cueto,SLT,-0.7,1002855
Bob Aspromonte,BRO,-0.7,1000341
Jordan Schafer,ATL,-0.7,9883
Reid Nichols,BOS,-0.7,1009567
Charlie Carr,WAS,-0.7,1001985
Jack Sharrott,NYG,-0.7,1011811
Randy Moore,CHW,-0.7,1009124
Les Moss,SLB,-0.7,1009251
Tom Veryzer,DET,-0.7,1013418
Sadie McMahon,- - -,-0.7,1008632
Ed Reulbach,CHC,-0.7,1010850
Skeeter Kell,PHA,-0.7,1006790
Kent Peterson,CIN,-0.7,1010234
Kent Greenfield,NYG,-0.7,1005004
Jeff Kunkel,TEX,-0.7,1007211
Rob Ellis,MIL,-0.7,1003751
Whitey Wietelmann,BSN,-0.7,1013930
Jimmie Dykes,PHA,-0.8,1003617
Yamaico Navarro,BOS,-0.8,5665
Rickey Clark,CAL,-0.8,1002304
Charlie Mullen,CHW,-0.8,1009294
Cristian Pache,ATL,-0.8,19948
Bert Blyleven,MIN,-0.8,1001098
Carter Kieboom,WSN,-0.8,19958
Tubby Spencer,SLB,-0.8,1012331
Rafael Robles,SDP,-0.8,1011081
Tom Daly,CHW,-0.8,1002958
Charlie Buffinton,BSN,-0.8,1001634
Jim Donnelly,- - -,-0.8,1003385
Bill Daley,- - -,-0.8,1002941
Ollie Brown,SFG,-0.8,1001551
John Farrow,- - -,-0.8,1003952
Justin Huber,KCR,-0.8,3147
Joe Borden,- - -,-0.8,1001198
Don Young,CHC,-0.8,1014374
Henry Mullin,- - -,-0.8,1009304
Heinie Jantzen,SLB,-0.8,1006360
Andy Marte,- - -,-0.8,3203
Wayne Simpson,CIN,-0.8,1011999
Milton Bradley,MON,-0.8,369
Bobby Del Greco,PIT,-0.8,1003172
Charlie Gilbert,- - -,-0.8,1004688
Luis Ordaz,STL,-0.8,298
Barney Koch,BRO,-0.8,1007069
Tom O'Brien,WOR,-0.8,1009703
Hector Cruz,STL,-0.8,1002839
Pinky Pittenger,BOS,-0.8,1010375
Jarred Kelenic,SEA,-0.8,22558
Robert Andino,FLA,-0.8,4900
Tyler Pastornicky,ATL,-0.8,6777
Reggie Jefferson,- - -,-0.8,1006381
Joe Yeager,BRO,-0.8,1014331
Luis Alicea,STL,-0.8,584
Alex Kampouris,CIN,-0.8,1006685
Whitey Platt,CHC,-0.8,1010392
Dale Murphy,ATL,-0.8,1009355
Luis Lopez,SDP,-0.8,695
Dan Coogan,WAS,-0.8,1002562
Jim Mullin,- - -,-0.8,1009305
Barry Shetrone,BAL,-0.8,1011886
Jerry Gil,ARI,-0.8,2207
Joe Azcue,- - -,-0.8,1000391
Jesus Montero,- - -,-0.8,5514
Jose Valdivielso,WAS,-0.8,1013321
Bill Norman,CHW,-0.8,1009630
Tommy McCarthy,- - -,-0.8,1008379
Jerry Morales,SDP,-0.8,1009138
Tookie Gilbert,NYG,-0.8,1004697
Norm Schlueter,CHW,-0.8,1011571
Byron Houck,- - -,-0.8,1006048
Frank Isbell,CHI,-0.8,1006283
George Kaiserling,IND,-0.8,1006673
Lou Guisto,CLE,-0.8,1005131
Henry Thielman,- - -,-0.8,1012954
Cleon Jones,NYM,-0.8,1006540
John Knight,- - -,-0.8,1007041
Dave Nicholson,BAL,-0.8,1009558
Remy Hermoso,- - -,-0.8,1005694
Ray Olmedo,CIN,-0.8,1718
Ray Mack,CLE,-0.8,1007926
Garvin Hamner,PHI,-0.9,1005285
Wickey McAvoy,PHA,-0.9,1008336
Waite Hoyt,- - -,-0.9,1006115
Hal McRae,CIN,-0.9,1008687
Billy Sunday,CHI,-0.9,1012723
Warren Cromartie,MON,-0.9,1002786
Al Mays,- - -,-0.9,1008311
Mickey Vernon,WAS,-0.9,1013416
Malachi Kittridge,CHI,-0.9,1006983
Pop Schriver,- - -,-0.9,1011616
Dick Ellsworth,CHC,-0.9,1003754
Don Kaiser,CHC,-0.9,1006672
Ernie Fazio,HOU,-0.9,1003963
Joe Coleman,WAS,-0.9,1002428
Javier Valentin,MIN,-0.9,759
Cy Perkins,PHA,-0.9,1010193
Buttons Briggs,CHI,-0.9,1001424
Meibrys Viloria,KCR,-0.9,17109
Eddie Onslow,DET,-0.9,1009823
Jim Britt,BKA,-0.9,1001450
Roy Wood,- - -,-0.9,1014231
Jerry Grote,HOU,-0.9,1005092
Kick Kelly,- - -,-0.9,1006807
Dean Chance,LAA,-0.9,1002130
Nelson Norman,TEX,-0.9,1009634
Buddy Gremp,BSN,-0.9,1005029
George Hendrick,OAK,-0.9,1005642
Pete Falcone,- - -,-0.9,1003910
Tex Nelson,BAL,-0.9,1009513
Eddie O'Brien,PIT,-0.9,1009690
Sam Crane,- - -,-0.9,1002734
Overton Tremper,BRO,-0.9,1013176
Oscar Taveras,STL,-0.9,11173
Bobby Mathews,- - -,-0.9,1008234
Henry Kohler,- - -,-0.9,1007080
Billy Rhines,CIN,-0.9,1010880
Ed Brinkman,WAS,-0.9,1001438
Frank Bolling,DET,-0.9,1001147
Jon Singleton,HOU,-0.9,10441
Everett Booe,- - -,-0.9,1001177
Jake Boyd,WAS,-0.9,1001278
Pete Sommers,- - -,-0.9,1012276
Jason Dellaero,CHW,-0.9,1003176
Ralph Branca,BRO,-0.9,1001343
Win Mercer,WAS,-0.9,1008778
Billy Crowell,- - -,-0.9,1002823
Wilton Veras,BOS,-0.9,1013405
John Hanna,- - -,-0.9,1005317
George Kahler,CLE,-0.9,1006665
Tommie Reynolds,KCA,-0.9,1010875
Harry Wheeler,- - -,-0.9,1013837
Tony Curry,PHI,-1.0,1002896
Luther Harvel,CLE,-1.0,1005470
Dustin Pedroia,BOS,-1.0,8370
Rube Benton,CIN,-1.0,1000857
Bill Lamar,- - -,-1.0,1007271
Danny Murphy,CHC,-1.0,1009354
Bill Vinton,- - -,-1.0,1013434
Frank Eustace,LOU,-1.0,1003855
Peter Bergeron,MON,-1.0,763
Danny Klassen,ARI,-1.0,1455
Ray Hamrick,PHI,-1.0,1005291
Bud Zipfel,WAS,-1.0,1014454
Charlie Getzein,DET,-1.0,1004649
Fred Wood,- - -,-1.0,1014216
Guy Morton,CLE,-1.0,1009232
Rowland Office,ATL,-1.0,1009741
Jose Offerman,LAD,-1.0,205
Donnie Murphy,KCR,-1.0,4704
Glenn Myatt,PHA,-1.0,1009414
Chick Galloway,PHA,-1.0,1004463
Red Ehret,- - -,-1.0,1003708
Kenny Kuhn,CLE,-1.0,1007204
Bill Wilson,PIT,-1.0,1014062
Greg Gagne,MIN,-1.0,1004427
Gene Kimball,CLE,-1.0,1006912
Mike McNally,BOS,-1.0,1008656
Dickie Thon,CAL,-1.0,1013033
Orlando Mercado,SEA,-1.0,1008772
Dave Hilton,SDP,-1.0,1005836
Nate Colbert,HOU,-1.0,1002407
Mike Caruso,CHW,-1.0,595
Max Venable,SFG,-1.0,1013401
Harry Lyons,- - -,-1.0,1007883
Allie Strobel,BSN,-1.0,1012625
Ed Hallinan,SLB,-1.0,1005247
Jimmie Wilson,PHI,-1.0,1014088
Arlie Tarbert,BOS,-1.0,1012828
Jim Clinton,- - -,-1.0,1002357
Karl Olson,BOS,-1.1,1009794
Shad Barry,- - -,-1.1,1000619
Eddie Mulligan,CHC,-1.1,1009300
Clayton Kershaw,LAD,-1.1,2036
Pat Hynes,- - -,-1.1,1006251
Clete Boyer,- - -,-1.1,1001282
Allen Cordoba,SDP,-1.1,15722
Buddy Bradford,CHW,-1.1,1001299
Billy Ashley,LAD,-1.1,1000339
Red Morgan,BOS,-1.1,1009183
Bobby Wallace,CLE,-1.1,1013542
Ken Harrelson,KCA,-1.1,1005389
Gus Getz,BSN,-1.1,1004648
Eddie Ainsmith,WAS,-1.1,1000092
Milt Pappas,BAL,-1.1,1009989
Moe Berg,BRO,-1.1,1000880
Tom Gillen,PHK,-1.1,1004717
Bill Schwartz,CLE,-1.1,1011655
Alexi Casilla,MIN,-1.1,5248
Ray Fosse,CLE,-1.1,1004243
Kevin Collins,- - -,-1.1,1002457
Al Pardo,BAL,-1.1,1009990
Doc Lavan,- - -,-1.1,1007388
Sandy Koufax,BRO,-1.1,1007124
Bert Myers,STL,-1.1,1009417
John Reilly,CIN,-1.1,1010803
Frank Dwyer,- - -,-1.1,1003607
George Strief,CLE,-1.1,1012618
Elton Chamberlain,- - -,-1.1,1002122
Willie Mitchell,CLE,-1.2,1009011
Larry McKeon,- - -,-1.2,1008596
Bill Moran,STL,-1.2,1009143
Deron Johnson,- - -,-1.2,1006444
Addie Joss,CLE,-1.2,1006630
Emmett McCann,PHA,-1.2,1008361
Bill Hill,LOU,-1.2,1005808
Ed Seward,- - -,-1.2,1011763
Ted Kennedy,- - -,-1.2,1006849
Cannonball Titcomb,- - -,-1.2,1013084
Amos Otis,NYM,-1.2,1009893
Frank Meinke,DET,-1.2,1008734
William Coon,PHN,-1.2,1002590
Sport McAllister,CLE,-1.2,1008324
Jimmy Esmond,CIN,-1.2,1003826
Dalton Jones,BOS,-1.2,1006546
Jim Lillie,BUF,-1.2,1007608
Jo Adell,LAA,-1.2,20220
Jack Coffey,BSN,-1.2,1002389
Bob Skinner,PIT,-1.2,1012037
Dean Palmer,TEX,-1.2,482
Fred Kendall,SDP,-1.2,1006828
John Carney,WAS,-1.2,1001974
Johnny Lipon,DET,-1.3,1007645
Ed Gastfield,- - -,-1.3,1004564
Dick Hall,PIT,-1.3,1005241
Lou Klimchock,- - -,-1.3,1007000
Bill Stumpf,NYH,-1.3,1012649
Fred Beck,BSN,-1.3,1000752
Tom Brown,WAS,-1.3,1001564
Pete Mackanin,TEX,-1.3,1007912
John Sullivan,WAS,-1.3,1012702
Enrique Cruz,MIL,-1.3,1673
Chick Fraser,LOU,-1.3,1004305
Eric Anthony,HOU,-1.3,1000273
Luis Torrens,SDP,-1.3,15905
Lee King,PHA,-1.3,1006934
Bill Wambsganss,CLE,-1.3,1013595
Tom Hughes,CHI,-1.4,1006163
Heinie Schuble,- - -,-1.4,1011621
Willie Upshaw,TOR,-1.4,1013293
Kurt Stillwell,CIN,-1.4,1012536
Gary Woods,- - -,-1.4,1014237
George Stumpf,BOS,-1.4,1012650
Eddie Miksis,BRO,-1.4,1008854
Frank Welch,PHA,-1.4,1013753
Angel Salazar,MON,-1.4,1011377
Joe Lahoud,BOS,-1.4,1007256
Bob Friend,PIT,-1.4,1004355
Redleg Snyder,CIN,-1.4,1012255
Lee Meadows,STL,-1.4,1008705
Frank Ringo,PHI,-1.4,1010973
Jim Halpin,- - -,-1.4,1005263
Josh Vitters,CHC,-1.4,4623
Walt Alexander,SLB,-1.4,1000129
Magneuris Sierra,- - -,-1.4,17023
Jay Bell,CLE,-1.4,48
Mike Miley,CAL,-1.5,1008864
Bill Stearns,- - -,-1.5,1012444
Frank Shannon,- - -,-1.5,1011795
Dick Schofield,STL,-1.5,1011601
Don Kessinger,CHC,-1.5,1006877
Putsy Caballero,PHI,-1.5,1001803
Vinegar Bend Mizell,STL,-1.5,1009015
Bob Usher,CIN,-1.5,1013303
Gair Allie,PIT,-1.5,1000162
John Healy,- - -,-1.5,1005547
Tommy Dowd,- - -,-1.5,1003443
Darnell Coles,SEA,-1.5,1002436
Andujar Cedeno,HOU,-1.5,1002099
Spike Owen,SEA,-1.6,1009924
Harry Staley,PIT,-1.6,1012389
Doc McJames,WAS,-1.6,1008576
Tony Daniels,PHI,-1.6,1002976
Mike Fischlin,HOU,-1.6,1004070
Heinie Scheer,PHA,-1.6,1011532
Jim Mason,WAS,-1.6,1008220
George Kelly,- - -,-1.6,1006799
Crash Davis,PHA,-1.6,1003042
Dan Meyer,DET,-1.6,1008824
Tommy McMillan,- - -,-1.7,1008644
Harry Aubrey,BSN,-1.7,1000359
Chad Hermansen,PIT,-1.7,991
Rey Quinones,- - -,-1.7,1010615
Billy Smith,CAL,-1.7,1012097
Lew Malone,- - -,-1.7,1008041
Nyls Nyman,CHW,-1.7,1009671
Tommy Brown,BRO,-1.7,1001563
Billy Barnie,- - -,-1.7,1000581
Vic Harris,TEX,-1.7,1005434
Joe Rudi,KCA,-1.7,1011283
Jerry Buchek,STL,-1.8,1001616
Tom Sexton,MIL,-1.8,1011774
Harry Blake,CLE,-1.8,1001036
Luis Pujols,HOU,-1.8,1010564
George Scharein,PHI,-1.8,1011525
Bill Killefer,SLB,-1.8,1006902
Darrel Chaney,CIN,-1.8,1002134
Silver King,- - -,-1.9,1006943
John Henry,WAS,-1.9,1005675
Ed Connolly,BOS,-1.9,1002525
Aramis Ramirez,PIT,-1.9,1002
Wayne Causey,BAL,-2.0,1002091
Luis Alvarado,- - -,-2.0,1000196
Frank O'Rourke,- - -,-2.0,1009838
Johnny Berardino,SLB,-2.0,1000861
Pee-Wee Wanninger,NYY,-2.0,1013599
Jamie Quirk,- - -,-2.0,1010621
Jerry Kindall,CHC,-2.0,1006921
Cy Rheam,PRB,-2.0,1010877
John Kirby,- - -,-2.0,1006962
Ben Conroy,PHA,-2.1,1002540
John Black,SLB,-2.1,1001018
Dud Lee,SLB,-2.1,1007454
Bob Didier,ATL,-2.1,1003284
George Townsend,PHA,-2.1,1013144
Danny Ainge,TOR,-2.2,1000091
Tony Bartirome,PIT,-2.2,1000626
Pat Rockett,ATL,-2.2,1011092
Dick Burrus,PHA,-2.2,1001734
Bob Kennedy,CHW,-2.3,1006835
Lee Viau,CIN,-2.3,1013420
Derrel Thomas,- - -,-2.4,1012971
Karim Garcia,- - -,-2.4,1537
Oscar Gamble,- - -,-2.4,1004473
Jack Ryan,LOU,-2.4,1011337
Kid Carsey,- - -,-2.4,1002008
Mike Champion,SDP,-2.5,1002128
Stump Wiedman,- - -,-2.5,1013926
Joe Dugan,PHA,-2.6,1003537
Wayne Ambler,PHA,-2.7,1000208
John Humphries,- - -,-2.7,1006185
John Cahill,- - -,-2.8,1001818
Gus Weyhing,PHA,-2.8,1013820
Cristian Guzman,MIN,-3.2,728
Jose Guillen,PIT,-3.4,57
Jack Heidemann,CLE,-3.4,1005586
Jiggs Parrott,CHI,-3.6,1010023
Al Brancato,PHA,-3.6,1001340
Ted Kazanski,PHI,-4.6,1006725
