Name,Team,WAR,playerid
Willie Clark,NYG,0.0,1002317
Doc Parker,CHI,0.0,1010002
Tommy Madden,BSN,0.0,1007946
Logan Drake,CLE,0.0,1003479
Drew Rader,PIT,0.0,1010639
Sandy McDougal,BRO,0.0,1008472
Junior Ortiz,PIT,0.0,1009861
Harry Brooks,NYM,0.0,1001471
Charlie Bicknell,PHI,0.0,1000949
Andy Benes,SDP,0.0,1144
Randy Hundley,SFG,0.0,1006189
Harry Vahrenhorst,SLB,0.0,1013307
John Cavanaugh,PHI,0.0,1002092
Ed Conwell,STL,0.0,1002559
Jimmie Keenan,PHI,0.0,1006750
Ed Buckingham,WAS,0.0,1001620
Kevin Coffman,ATL,0.0,1002392
Charlie Hickman,BSN,0.0,1005773
Clarence Fisher,WAS,0.0,1004082
Duke Shirey,WAS,0.0,1011909
Lou Possehl,PHI,0.0,1010465
Lefty Stewart,DET,0.0,1012524
Ray Knight,CIN,0.0,1007043
Rusty Pence,CHW,0.0,1010155
Hank O'Day,- - -,0.0,1009721
Harry Gilbert,PIT,0.0,1004689
Jim Campanis,LAD,0.0,1001870
Glenn Sutko,CIN,0.0,1012742
Jack Blott,CIN,0.0,1001087
Jim Owens,PHI,0.0,1009923
Frank West,BSN,0.0,1013803
Willy Fetzer,PHA,0.0,1004019
Edgard Clemente,COL,0.0,1002337
Bill Lasley,SLB,0.0,1007368
Delos Brown,CHW,0.0,1001509
Floyd Rayford,BAL,0.0,1010724
Doug Neff,WAS,0.0,1009482
Bill Champion,PHI,0.0,1002127
Buddy Dear,WAS,0.0,1003113
Chris Burkam,SLB,0.0,1001672
Carl East,SLB,0.0,1003637
Tinsley Ginn,CLE,0.0,1004741
Tom Sullivan,CIN,0.0,1012716
Wilbur Fisher,PIT,0.0,1004100
Dutch Fehring,CHW,0.0,1003967
Matt Dominguez,- - -,0.0,4903
Charlie Jackson,CHW,0.0,1006292
Curtis Wilkerson,TEX,0.0,1013951
Bert Hogg,BRO,0.0,1005926
Mack Hillis,NYY,0.0,1005825
John Wetteland,LAD,0.0,1013815
Candy Harris,HOU,0.0,1005405
Sandy Alomar Jr.,SDP,0.0,221
Ray Kennedy,SLB,0.0,1006847
George Tomer,SLB,0.0,1013109
Charlie Sands,NYY,0.0,1011427
Jazz Chisholm,MIA,0.0,20454
Joe Mellana,PHA,0.0,1008749
Pat Dealy,SPS,0.0,1003104
Dutch Ussat,CLE,0.0,1013304
Dutch Rudolph,- - -,0.0,1011286
Gerry Arrigo,MIN,0.0,1000326
George McNamara,WAS,0.0,1008659
Pete Naktenis,PHA,0.0,1009443
Josh Phelps,TOR,0.0,1318
Denney Wilie,STL,0.0,1013950
Red Nonnenkamp,PIT,0.0,1009622
John Shovlin,PIT,0.0,1011936
Frank Kelliher,WAS,0.0,1006784
Richie Scheinblum,CLE,0.0,1011541
Rivington Bisland,PIT,0.0,1000996
Adrian Morejon,SDP,0.0,20039
Pat Kelly,MIN,0.0,1006810
Ryan McMahon,COL,0.0,15112
Dick West,CIN,0.0,1013800
Andy Etchebarren,BAL,0.0,1003845
Eddie Shokes,CIN,0.0,1011922
Hal Kleine,CLE,0.0,1006992
Porter Vaughan,PHA,0.0,1013385
Babe Young,NYG,0.0,1014363
Dan Norman,NYM,0.0,1009631
Joe Callahan,BSN,0.0,1001843
Frank LaManna,BSN,0.0,1007269
Jack Easton,COL,0.0,1003646
Patrick Sandoval,LAA,0.0,19447
Jose Suarez,LAA,0.0,19911
Ken Hamlin,PIT,0.0,1005279
Curt Walker,NYY,0.0,1013510
Lou Piniella,BAL,0.0,1010356
Bobby Darwin,LAA,0.0,1002995
Scott Cooper,BOS,0.0,1002600
Tom Kirk,PHA,0.0,1006971
Specs Toporcer,STL,0.0,1013121
Zach Duke,PIT,0.0,3840
Mem Lovett,CHW,0.0,1007778
Tommy Sewell,CHC,0.0,1011769
Tom Lovett,PHA,0.0,1007779
Monte Peffer,PHA,0.0,1010128
Pedro Avila,SDP,0.0,18864
Chet Hajduk,CHW,0.0,1005214
L.J. Hoes,BAL,0.0,6656
Dixie Walker,WAS,0.0,1013511
Bill Bailey,SLB,0.0,1000418
Chuck Carr,NYM,0.0,1001986
Icehouse Wilson,DET,0.0,1014086
Larry Miggins,STL,0.0,1008850
Frank Taveras,PIT,0.0,1012852
Charlie Bold,SLB,0.0,1001139
Tony Solaita,NYY,0.0,1012265
Dave Stieb,TOR,0.0,1012532
Ed Barry,BOS,0.0,1000614
Monte Pfyl,NYG,0.0,1010270
Jess Cortazzo,CHW,0.0,1002645
Lefty Atkinson,WAS,0.0,1000353
Corey Hart,MIL,0.0,1945
Lee Richard,CHW,0.0,1010915
Tom Connelly,NYY,0.0,1002521
Marv Blaylock,NYG,0.0,1001066
Ethan Allen,CIN,0.0,1000139
Buzz Boyle,BSN,0.0,1001285
Rod Miller,BRO,0.0,1008931
Art Merewether,PIT,0.0,1008781
Augie Swentor,CHW,0.0,1012784
Geovany Soto,CHC,0.0,3707
Don Pavletich,CIN,0.0,1010086
Bill Sodd,CLE,0.0,1012259
Tim Bowden,SLB,0.0,1001245
Yamid Haad,PIT,0.0,2006
Teddy Kearns,PHA,0.0,1006729
Luis Severino,NYY,0.0,15890
Billy Werber,NYY,0.0,1013783
John Pappalau,CLE,0.0,1009988
Balvino Galvez,LAD,0.0,1004465
Andy Harrington,DET,0.0,1005393
Drew Hutchison,TOR,0.0,10732
Newt Halliday,PIT,0.0,1005250
Frankie Pack,SLB,0.0,1009940
Dave Callahan,CLE,0.0,1001839
Dick Murphy,CIN,0.0,1009357
Frank Kane,BKF,0.0,1006686
Henry Coppola,WAS,0.0,1002605
Henry Owens,BOS,0.0,13143
Tracy Baker,BOS,0.0,1000470
Adam Loewen,BAL,0.0,2134
Don Stanhouse,TEX,0.0,1012401
John Duffie,LAD,0.0,1003527
Harry Eccles,PHA,0.0,1003656
John Mercer,STL,0.0,1008775
Jose Parra,LAD,0.0,70
Antonio Osuna,LAD,0.0,249
George Winkelman,WAS,0.0,1014135
Andrew Oliver,DET,0.0,10257
Roy Sherid,NYY,0.0,1011874
Jair Jurrjens,- - -,0.0,5556
Shelby Miller,STL,0.0,10197
Ken Cloude,SEA,0.0,1002362
Conrad Cardinal,HOU,0.0,1001939
Brett Cecil,TOR,0.0,2660
Rip Egan,WAS,0.0,1003701
Scott Mathieson,PHI,0.0,4771
Eduardo Sanchez,STL,0.0,2966
Jose Rosado,KCR,0.0,1011192
Byung-Hyun Kim,ARI,0.0,61
Chad Gaudin,- - -,0.0,1783
Raimel Tapia,COL,0.0,14350
Andy Larkin,FLA,0.0,1007345
Lefty Wallace,BSN,0.0,1013552
Johnny Blanchard,NYY,0.0,1001043
Jeff Suppan,BOS,0.0,633
Adam Johnson,MIN,0.0,733
Jenrry Mejia,NYM,0.0,8476
Jason Kubel,MIN,0.0,2161
Chris Saenz,MIL,0.0,1913
Don Arlich,HOU,0.0,1000302
Jim Ray,HOU,0.0,1010726
John Danks,CHW,0.0,6329
Kenny Williams,CHW,0.0,1014013
Hercules Burnett,LOU,0.0,1001697
Bobby LaMotte,WAS,0.0,1007282
Ray Martin,BSN,0.0,1008192
John Jones,PHA,0.0,1006571
Roger Marquis,BAL,0.0,1008124
Dennis Musgraves,NYM,0.0,1009404
Ed Hearn,BOS,0.0,1005553
Ray Wolf,CIN,0.0,1014197
Leo Kiely,BOS,0.0,1006895
Bob Watkins,HOU,0.0,1013668
Ferdie Moore,PHA,0.0,1009106
Dean Wilkins,CHC,0.0,1013955
Butch Weis,CHC,0.0,1013744
Joe Yingling,WAS,0.0,1014347
Tom Gorzelanny,PIT,0.0,6244
Daryl Thompson,CIN,0.0,6603
Harry Otis,CLE,0.0,1009895
Jimmy Gobble,KCR,0.0,1791
Neal Brady,NYY,0.0,1001329
Hensley Meulens,NYY,0.0,1008816
Bill Nelson,PIT,0.0,1009497
Jim Ollom,MIN,0.0,1009783
Jeff Pico,CHC,0.0,1010320
Greg Sims,HOU,0.0,1012001
Kevin McGlinchy,ATL,0.0,1008531
Lena Styles,PHA,0.0,1012660
Shag Shaughnessy,WAS,0.0,1011812
Sergio Valdez,MON,0.0,1013320
Bob Garibaldi,SFG,0.0,1004535
Don Grate,PHI,0.0,1004958
Fred Chapman,PHA,0.0,1002144
Ryan Wagner,CIN,0.0,1770
Dale Matthewson,PHI,0.0,1008254
Andres Mora,BAL,0.0,1009136
Craig Swan,NYM,0.0,1012754
Stan Bahnsen,NYY,0.0,1000414
Miguel Asencio,KCR,0.0,586
Jon Warden,DET,0.0,1013610
Hardin Barry,PHA,0.0,1000615
Jason Grimsley,PHI,0.0,602
John Purdin,LAD,0.0,1010570
Wattie Holm,STL,0.0,1005981
Joe Ohl,WAS,0.0,1009754
Ad Liska,WAS,0.0,1007654
Jim York,KCR,0.0,1014351
John Butler,MIL,0.0,1001778
Chet Carmichael,CIN,0.0,1001970
Gary Timberlake,SEA,0.0,1013070
Joe Kerrigan,MON,0.0,1006873
George Culver,CLE,0.0,1002870
Luke Walker,PIT,0.0,1013525
Tom Stankard,PIT,0.0,1012408
Mike Kircher,- - -,0.0,1006965
Norm McRae,DET,0.0,1008688
Chet Nourse,BOS,0.0,1009652
Kerry Wood,CHC,0.0,304
Jocko Fields,PIT,0.0,1004029
Joe Decker,CHC,0.0,1003127
Cholly Naranjo,PIT,0.0,1009450
Art Bader,SLB,0.0,1000404
Willy Wilson,WAS,0.0,1014112
Al Hubbard,PHA,0.0,1006119
Stub Brown,BAL,0.0,1001560
Hugh Casey,CHC,0.0,1002039
Ad Swigler,NYG,0.0,1012791
Frank Pearce,LOU,0.0,1010102
Stan Perzanowski,CHW,0.0,1010218
Russ Meers,CHC,0.0,1008727
Gene Lambert,PHI,0.0,1007274
Kevin Correia,SFG,0.0,1767
Roy Heiser,WAS,0.0,1005603
Lefty O'Doul,NYY,0.0,1009734
Bill Webb,PIT,0.0,1013706
Paul Carpenter,PIT,0.0,1001981
Jeff McCleskey,BSN,0.0,1008393
Bert Sincock,CIN,0.0,1012005
Manny Alexander,BAL,0.0,1954
Mike Donovan,CLE,0.0,1003398
Ron Negray,BRO,0.0,1009483
Chin-hui Tsao,COL,0.0,1776
Dean Stone,WAS,0.0,1012561
Harry Kingman,NYY,0.0,1006940
Turner Barber,WAS,0.0,1000532
Sean Reid-Foley,TOR,0.0,17034
Lefty Hoerst,PHI,0.0,1005896
Gary Fortune,PHI,0.0,1004239
George Mitterwald,MIN,0.0,1009012
Len Gabrielson,MIL,0.0,1004419
John Tsitouris,- - -,0.0,1013208
Lou North,DET,0.0,1009642
Erwin Renfer,DET,0.0,1010829
Pat Duncan,PIT,0.0,1003555
Charlie Smith,CLE,0.0,1012110
Wilin Rosario,COL,0.0,8002
Roger Salmon,PHA,0.0,1011387
Ralph Bell,CHW,0.0,1000820
Harry Smith,CHW,0.0,1012152
Larry Gardner,BOS,0.0,1004528
Jack Harper,PHA,0.0,1005381
Bob Pepper,PHA,0.0,1010170
Jack Kibble,CLE,0.0,1006889
George Perez,PIT,0.0,1010181
Tom Clyde,PHA,0.0,1002368
Dennis Sherrill,NYY,0.0,1011881
Harry Jordan,PIT,0.0,1006608
Jack Reis,STL,0.0,1010817
Joe Gilbert,MON,0.0,1004692
Dick McCabe,BOS,0.0,1008348
Bud Daley,CLE,0.0,1002942
Turk Farrell,PHI,0.0,1003950
Lefty Schegg,WAS,0.0,1011537
Mike Dimmel,BAL,0.0,1003314
Rudy York,DET,0.0,1014354
Erasmo Ramirez,SEA,0.0,10314
Al LaMacchia,SLB,0.0,1007267
Jack Banta,BRO,0.0,1000520
George Eyrich,PHI,0.0,1003886
Dike Varney,CLE,0.0,1013371
Henry Clarke,- - -,0.0,1002286
Jack Jenkins,WAS,0.0,1006389
Chuck Estrada,BAL,0.0,1003841
Roger Bowman,NYG,0.0,1001270
Lou Lombardo,NYG,0.0,1007719
Kenny Kelly,TBD,0.0,1084
Marv Rickert,CHC,0.0,1010938
Ken Penner,CLE,0.0,1010158
Mario Valdez,CHW,0.0,1013314
John Terry,DET,0.0,1012928
Johnny Rigney,CHW,0.0,1010961
Tom Hess,BAL,0.0,1005750
Les Cain,DET,0.0,1001821
Al Gionfriddo,PIT,0.0,1004743
Glenn Mickens,BRO,0.0,1008842
Jerry Byrne,CHW,0.0,1001798
Monty Stratton,CHW,0.0,1012602
Joe Vernon,CHC,0.0,1013415
Hal White,DET,0.0,1013877
Ed Hemingway,SLB,0.0,1005619
Ed Head,BRO,0.0,1005542
Roy Vaughn,PHA,0.0,1013386
Hanson Horsey,CIN,0.0,1006032
Charlie Flanagan,SLB,0.0,1004131
Al McLean,WAS,0.0,1008621
Bill Schwartz,- - -,0.0,1011654
Walt Schulz,STL,0.0,1011644
Bill McCorry,SLB,0.0,1008411
Mike Flynn,BSR,0.0,1004188
Ray Keating,NYH,0.0,1006735
Gil Blanco,KCA,0.0,1001042
Paul Schreiber,BRO,0.0,1011613
Benny Distefano,PIT,0.0,1003326
Eddie Yount,PHA,0.0,1014394
Chief Youngblood,WAS,0.0,1014366
Sid Bream,LAD,0.0,1001373
Tommy Sheehan,NYG,0.0,1011847
Carlos Rodon,CHW,0.0,16137
Ugueth Urbina,MON,0.0,216
Wedo Martini,PHA,0.0,1008202
Benny Kauff,NYH,0.0,1006715
Bill Hallman,PHI,0.0,1005257
Don Miles,LAD,0.0,1008862
Don Lund,BRO,0.0,1007835
Frank Quinn,BOS,0.0,1010604
Ken Hill,STL,0.0,1005827
Phil Collins,CHC,0.0,1002461
Jim Ward,PHN,0.0,1013614
Chris Cannizzaro,STL,0.0,1001915
Roy Mahaffey,PIT,0.0,1007981
Mike Naymick,CLE,0.0,1009471
Coonie Blank,STL,0.0,1001047
Charlie Miller,SLB,0.0,1008879
Willie Underhill,CLE,0.0,1013282
Carl Weilman,SLB,0.0,1013737
George Bell,TOR,0.0,1000808
Bobo Newsom,BRO,0.0,1009546
Charlie Bates,PHA,0.0,1000656
George Mappes,- - -,0.0,1008096
Van Mungo,BRO,0.0,1009321
Jack Berly,STL,0.0,1000884
Hal Gregg,BRO,0.0,1005020
Hector Fajardo,PIT,0.0,1003908
Red Schillings,PHA,0.0,1011561
Johnny Bassler,CLE,0.0,1000646
Mickey Lolich,DET,0.0,1007712
Toots Coyne,PHA,0.0,1002710
Eduardo Rodriguez,BOS,0.0,13164
Gene Steinbrenner,PHI,0.0,1012465
Brett Anderson,OAK,0.0,8223
Jim Breazeale,ATL,0.0,1001374
Jorge Lopez,MIL,0.0,14527
Les Rohr,NYM,0.0,1011148
Glenn Liebhardt,PHA,0.0,1007602
Calvin Schiraldi,NYM,0.0,1011563
Mike Kekich,LAD,0.0,1006764
Fred Sherry,WAS,0.0,1011882
Gussie Gannon,PIT,0.0,1004480
Jose Nunez,SDP,0.0,1410
Logan Kensing,FLA,0.0,6166
Bob Barnes,CHW,0.0,1000559
Mark Wohlers,ATL,0.0,414
Joe DeSa,STL,0.0,1003226
Babe Danzig,BOS,0.0,1002981
Curt Fullerton,BOS,0.0,1004390
Glendon Rusch,KCR,0.0,707
Harry Trekell,STL,0.0,1013173
Bob Kinsella,NYG,0.0,1006949
Ernie Koob,SLB,0.0,1007100
Tim Blackwell,BOS,0.0,1001022
Joe Kiefer,CHW,0.0,1006891
Gary Kolb,STL,0.0,1007086
Vance Worley,PHI,0.0,6435
Ian Snell,PIT,0.0,2227
Lance Dickson,CHC,0.0,1003281
Fabio Castro,- - -,0.0,4048
Rip Vowinkel,CIN,0.0,1013459
John Sullivan,DET,0.0,1012703
Touki Toussaint,ATL,0.0,16929
Dixie Davis,CIN,0.0,1003045
Billy Martin,NYY,0.0,1008155
Mother Watson,CIN,0.0,1013681
Brandon McCarthy,CHW,0.0,4662
Danny Duffy,KCR,0.0,3542
Harry Hanson,NYY,0.0,1005334
Charlie Rhodes,STL,0.0,1010883
Bud Black,DET,0.0,1001006
Jim Parque,CHW,0.0,250
Frank Linzy,SFG,0.0,1007643
George Brickley,PHA,0.0,1001416
Bill Knowlton,PHA,0.0,1007057
Pete Charton,BOS,0.0,1002162
Joe Krakauskas,WAS,0.0,1007134
J.P. Howell,KCR,0.0,8245
Del Gainer,DET,0.0,1004432
Harry Huston,PHI,0.0,1006233
Michael Coleman,BOS,0.0,1002429
Thomas Healy,PHA,0.0,1005548
Dave Borkowski,DET,0.0,2002
Tony Perezchica,SFG,0.0,1010189
Tom Patton,BAL,0.0,1010078
Clayton Andrews,TOR,0.0,1000247
Allen Levrault,MIL,0.0,925
John Kelty,PIT,0.0,1006822
Roy Halladay,TOR,0.0,1303
Jon Niese,NYM,0.0,4424
Rowdy Elliott,BSN,0.0,1003744
Mike Jackson,PHI,0.0,732
Milt Welch,DET,0.0,1013758
Keith Smith,NYY,0.0,1012171
Max Stassi,HOU,0.0,10059
Charlie Boardman,- - -,0.0,1001101
Darcy Fast,CHC,0.0,1003955
Butch Schmidt,NYH,0.0,1011577
Mike Gaule,LOU,0.0,1004576
Bill Plummer,CHC,0.0,1010399
Paddy Fox,LOU,0.0,1004282
Bill Bonham,CHC,0.0,1001165
Jerry May,PIT,0.0,1008302
Matt Nokes,- - -,0.0,1009615
Polly McLarry,CHW,0.0,1008606
Pedro Borbon,CAL,0.0,1001195
George Pfister,BRO,0.0,1010268
Oscar Villarreal,ARI,0.0,1654
Frank Walker,DET,0.0,1013517
Ike Kahdot,CLE,0.0,1006663
Ruben Quevedo,- - -,0.0,705
Dan Woodman,BUF,0.0,1014229
Tony DeFate,- - -,0.0,1003140
Danny Morris,MIN,0.0,1009201
Bob Stafford,PHA,0.0,1012376
Frank MacCormack,DET,0.0,1007898
Tony Scott,MON,0.0,1011695
Mike Cosgrove,HOU,0.0,1002651
Connie Ryan,NYG,0.0,1011335
Buddy Harris,HOU,0.0,1005404
Juan Marichal,SFG,0.0,1008106
Justin Williams,TBR,0.0,15490
Pembroke Finlayson,BRO,0.0,1004054
Ed Eiteljorge,- - -,0.0,1003720
Roger Metzger,CHC,0.0,1008812
Fernando Gonzalez,PIT,0.0,1004832
George Riley,CHC,0.0,1010966
John Hofford,PIT,0.0,1005914
Scipio Spinks,HOU,0.0,1012345
John Puhl,NYG,0.0,1010561
Bud Heine,NYG,0.0,1005594
Luther Roy,CLE,0.0,1011268
Ron Davis,HOU,0.0,1003074
Jerry Cram,KCR,0.0,1002728
John Hollison,CHI,0.0,1005961
Dick Baney,SEA,0.0,1000507
Ray Brown,CHC,0.0,1001556
Gene Robertson,SLB,0.0,1011035
Steve Barber,MIN,0.0,1000531
Simon Nicholls,DET,0.0,1009571
Kevin Batiste,TOR,0.0,1000665
Dan Haren,STL,0.0,1757
Billy O'Dell,BAL,0.0,1009724
Allen Sothoron,SLB,0.0,1012288
Bert Miller,LOU,0.0,1008869
Ed Somerville,- - -,0.0,1012271
Sam Childs,COL,0.0,1002190
George Knight,NHE,0.0,1007038
Ben Van Dyke,PHI,0.0,1013352
Joe Smaza,CHW,0.0,1012082
Leo Hernandez,BAL,0.0,1005707
Bob Giallombardo,LAD,0.0,1004654
Nick Johnson,NYY,0.0,828
Clancy Smyres,BRO,0.0,1012223
Bob Gandy,PHI,0.0,1004477
Donnie Moore,CHC,0.0,1009102
Ed Goodson,SFG,0.0,1004860
Jimmy Johnston,CHW,0.0,1006466
Preston Hanna,ATL,0.0,1005318
Gary Sanchez,NYY,0.0,11442
Bob Baird,WAS,0.0,1000437
Harry Wood,CIN,0.0,1014218
Don Nicholas,CHW,0.0,1009559
Bill McWilliams,BOS,0.0,1008699
Lou Bevil,WAS,0.0,1000940
Hank Schreiber,CHW,0.0,1011611
Marty Becker,NYG,0.0,1000747
Ed Keegan,PHI,0.0,1006745
Harry Betts,STL,0.0,1000932
Bill Bonness,CLE,0.0,1001172
Irish Meusel,WAS,0.0,1008818
Carl Linhart,DET,0.0,1007635
Genesis Cabrera,STL,0.0,17490
Al Kvasnak,WAS,0.0,1007227
Flip Lafferty,PHN,0.0,1007249
Walter Plock,PHI,0.0,1010397
Jim Galvin,BOS,0.0,1004466
George Yeager,BSN,0.0,1014330
Red Barrett,CIN,0.0,1000600
Ray Poole,PHA,0.0,1010436
Rick Reed,PIT,0.0,750
Whitey Gibson,PHA,0.0,1004675
Tony Von Fricken,BSN,0.0,1013451
Miguel Diaz,SDP,0.0,18815
Charlie O'Rourke,STL,0.0,1009837
Henry Mathewson,NYG,0.0,1008238
Jim Spotts,PHI,0.0,1012352
Bob Chipman,BRO,0.0,1002195
Candy Sierra,- - -,0.0,1011957
Buck Marrow,DET,0.0,1008130
Tom Hutton,LAD,0.0,1006246
Lefty Gervais,BSN,0.0,1004641
Lep Long,PHA,0.0,1007736
Jim Fairbank,PHA,0.0,1003903
Moe Drabowsky,CHC,0.0,1003474
Nino Espinosa,NYM,0.0,1003830
Dennis Ribant,NYM,0.0,1010890
Bill Harper,SLB,0.0,1005375
Tony LaRussa,KCA,0.0,1007362
Ren Wylie,PIT,0.0,1014306
Brian Traxler,LAD,0.0,1013163
Kirby Higbe,CHC,0.0,1005782
Phil Douglas,CHW,0.0,1003436
Bob McGraw,NYY,-0.1,1008540
Whitey Wistert,CIN,-0.1,1014162
Dave Skeels,DET,-0.1,1012032
Burleigh Grimes,PIT,-0.1,1005061
Bock Baker,- - -,-0.1,1000444
Tom Cheney,STL,-0.1,1002177
Bob Kipper,PIT,-0.1,1006956
Barry Latman,CHW,-0.1,1007377
Buzz Dozier,WAS,-0.1,1003470
Frank Hafner,KCC,-0.1,1005194
Tom Kelley,CLE,-0.1,1006782
Jose Herrera,OAK,-0.1,1005722
Gene Layden,NYY,-0.1,1007414
Jim Callahan,NYG,-0.1,1001842
Ralph Works,DET,-0.1,1014258
Bert Husting,PIT,-0.1,1006232
Scott Kazmir,TBD,-0.1,4897
Dale Williams,CIN,-0.1,1013982
Bill Banks,BSN,-0.1,1000511
Tom Williams,CLE,-0.1,1014041
Rocky Krsnich,CHW,-0.1,1007174
Vin Mazzaro,OAK,-0.1,5231
Frank Doljack,DET,-0.1,1003366
Alex Verdugo,LAD,-0.1,17027
Ike Delock,BOS,-0.1,1003179
Rimp Lanier,PIT,-0.1,1007326
Molly Craft,WAS,-0.1,1002719
Chris Haughey,BRO,-0.1,1005498
Allan Travers,DET,-0.1,1013160
Lefty James,CLE,-0.1,1006352
Rafael Soriano,SEA,-0.1,1100
Bud Byerly,STL,-0.1,1001789
Lefty Sullivan,CLE,-0.1,1012704
Shadow Pyle,PHI,-0.1,1010584
Billy Arnold,MID,-0.1,1000317
Jim Fuller,BAL,-0.1,1004394
Bob Wiesler,NYY,-0.1,1013929
Marty Karow,BOS,-0.1,1006705
Jon Lester,BOS,-0.1,4930
Preston Gomez,WAS,-0.1,1004825
Tom Griffin,HOU,-0.1,1005054
Danny Coombs,HOU,-0.1,1002582
Miguel Cairo,TOR,-0.1,1412
Jo-Jo Reyes,ATL,-0.1,5559
George Paynter,STL,-0.1,1010096
Cliff Garrison,BOS,-0.1,1004549
Jorge Rubio,CAL,-0.1,1011277
Les Mueller,DET,-0.1,1009282
Max Lanier,STL,-0.1,1007325
Al Kellogg,PHA,-0.1,1006787
Josh Thole,NYM,-0.1,9689
Len Randle,WAS,-0.1,1010693
John Pacella,NYM,-0.1,1009933
Jimmie DeShong,PHA,-0.1,1003229
Charlie Hallstrom,PRO,-0.1,1005261
Bill Stellberger,PRO,-0.1,1012475
Bill Sayles,BOS,-0.1,1011483
Travis Ishikawa,SFG,-0.1,4793
Mark Mulder,OAK,-0.1,932
Nellie Fox,- - -,-0.1,1004281
Jim Hughey,MIL,-0.1,1006155
Buck Rogers,WAS,-0.1,1011129
Jo-Jo Moore,NYG,-0.1,1009117
Sterling Slaughter,CHC,-0.1,1012061
Rip Hagerman,CHC,-0.1,1005198
Nick Wise,BSN,-0.1,1014154
Edgar Ramos,PHI,-0.1,1010678
Frank Biscan,SLB,-0.1,1000986
Kent Mercker,ATL,-0.1,439
Erskine Mayer,PHI,-0.1,1008297
Bob Brown,BSN,-0.1,1001495
Tully Sparks,PHI,-0.1,1012306
Bobby Reis,BRO,-0.1,1010813
Louis Pelouze,STL,-0.1,1010134
Jim Bethke,NYM,-0.1,1000929
Joe Muich,BSN,-0.1,1009287
Grant Jackson,PHI,-0.1,1006298
Charlie Emig,LOU,-0.1,1003768
Bob Clark,CLE,-0.1,1002268
Joe Stephenson,NYG,-0.1,1012496
Mark McGrillis,STL,-0.1,1008548
Howard Earl,- - -,-0.1,1003630
Chad Cordero,MON,-0.1,1816
Frank Bennett,BOS,-0.1,1000840
Enyel De Los Santos,PHI,-0.1,18403
Lefty Williams,DET,-0.1,1014015
Al Lawson,- - -,-0.1,1007404
Frank Foreman,- - -,-0.1,1004229
Rufus Smith,DET,-0.1,1012204
Ed Halbriter,PHA,-0.1,1005217
Dustin May,LAD,-0.1,19716
Dick Joyce,KCA,-0.1,1006635
Harry Burrell,STL,-0.1,1001725
George Fair,NYM,-0.1,1003906
Jung Bong,ATL,-0.1,82
Brian Meadows,FLA,-0.1,998
Sean Casey,CLE,-0.1,314
Bob Knepper,SFG,-0.1,1007031
Fred Lewis,BSN,-0.1,1007580
John McHale,DET,-0.1,1008562
Johnny Ruffin,CIN,-0.1,1011295
Charlie Eckert,PHA,-0.1,1003659
Phil Cooney,NYH,-0.1,1002589
Jose DeLeon,PIT,-0.1,1003168
Nate Oliver,LAD,-0.1,1009779
Francis Abercrombie,TRO,-0.1,1000017
Effie Norton,WAS,-0.1,1009645
Danny Friend,CHI,-0.1,1004356
Billy Bryan,KCA,-0.1,1001602
John Bates,KCC,-0.1,1000661
Lou Rosenberg,CHW,-0.1,1011212
Charlie Niebergall,STL,-0.1,1009576
Ronald Bolanos,SDP,-0.1,20041
Bert Campaneris,KCA,-0.1,1001868
Roy Meeker,PHA,-0.1,1008723
Paul Carter,- - -,-0.1,1002021
George Hesselbacher,PHA,-0.1,1005748
Dutch Distel,STL,-0.1,1003327
Jerry Royster,LAD,-0.1,1011270
Al Hrabosky,STL,-0.1,1006116
Eddie Eayrs,PIT,-0.1,1003653
Emory Nusz,WST,-0.1,1009663
Elias Sosa,SFG,-0.1,1012284
Ed Fuller,WAS,-0.1,1004391
Charlie Hastings,CLE,-0.1,1005483
Ted Odenwald,CLE,-0.1,1009725
Fred Blank,CIN,-0.1,1001048
Bill Hubbell,NYG,-0.1,1006122
Frank Scanlan,PHI,-0.1,1011491
Anthony Alford,TOR,-0.1,14329
Al Naples,SLB,-0.1,1009447
George Bausewine,PHA,-0.1,1000692
Bill Bishop,PHA,-0.1,1000989
Ed Whitson,PIT,-0.1,1013911
John Dolan,CIN,-0.1,1003362
Casey Coleman,CHC,-0.1,8270
Billy Martin,BSN,-0.1,1008154
Ruben Rodriguez,PIT,-0.1,1011113
Hugh Yancy,CHW,-0.1,1014319
Dan McFarlan,LOU,-0.1,1008490
John Peters,DET,-0.1,1010233
Bill Harrelson,CAL,-0.1,1005386
Hugh Reid,BAL,-0.1,1010767
Tom Loftus,STL,-0.1,1007703
Ducky Holmes,STL,-0.1,1005977
Joe Hughes,CHI,-0.1,1006158
Jeff Juden,HOU,-0.1,1006643
Brian Williams,HOU,-0.1,1013978
Eddie Rommel,PHA,-0.1,1011174
Dutch Hinrichs,WAS,-0.1,1005847
Bill Bethea,MIN,-0.1,1000928
Pat Bohen,- - -,-0.1,1001127
Ossee Schreckengost,LOU,-0.1,1011612
Chick Hartley,NYG,-0.1,1005449
Tommy Mee,SLB,-0.1,1008728
Bill Dillman,BAL,-0.1,1003304
Jack Doscher,- - -,-0.1,1003422
Jim Clark,WAS,-0.1,1002291
Harry Maskrey,LOU,-0.1,1008213
Adolfo Phillips,PHI,-0.1,1010280
Mike Fitzgerald,NYH,-0.1,1004113
